video,class,scene,angle,behavior
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_036.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_023.mp4,Violence,Classroom,Bottom,Hitting
NonViolence/Corridor/Top/Top16T11_NonViolence_031.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom8T10_PunchingOnesOwnHand_005.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
Violence/Classroom/Top/Kicking/Top26T10_Kicking_018.mp4,Violence,Classroom,Top,Kicking
Violence/Classroom/Top/Strangling/Top26T10_Strangling_027.mp4,Violence,Classroom,Top,Strangling
NonViolence/Classroom/Center/Center26T10_NonViolence_022.mp4,NonViolence,Classroom,Center,Center
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom12T10_StretchingArmsShoulders_015.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
NonViolence/Corridor/Bottom/Bottom9T11_NonViolence_008.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Corridor/Top/ViolatingPersonalSpace/Top9T11_RestrictingVictimMovement_005.mp4,PreViolence,Corridor,Top,ViolatingPersonalSpace
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_006.mp4,PreViolence,Corridor,Bottom,Pushing
Violence/Classroom/Top/StrikingWithObject/Top26T10_StrikingWithObject_011.mp4,Violence,Classroom,Top,StrikingWithObject
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_054.mp4,NonViolence,Classroom,Bottom,Bottom
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_015.mp4,Violence,Classroom,Bottom,Headlock
PreViolence/Corridor/Bottom/ViolatingPersonalSpace/Bottom9T11_RestrictingVictimMovement_014.mp4,PreViolence,Corridor,Bottom,ViolatingPersonalSpace
Violence/Classroom/Center/Hitting/Center12T10_Hitting_015.mp4,Violence,Classroom,Center,Hitting
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_019.mp4,PreViolence,Classroom,Top,Pushing
NonViolence/Classroom/Center/Center26T10_NonViolence_038.mp4,NonViolence,Classroom,Center,Center
NonViolence/Corridor/Top/Top16T11_NonViolence_093.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_112.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_019.mp4,Violence,Corridor,Bottom,Kicking
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_013.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Classroom/Top/Top7T10_NonViolence_026.mp4,NonViolence,Classroom,Top,Top
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_013.mp4,PreViolence,Corridor,Top,Pointing
NonViolence/Corridor/Top/Top16T11_NonViolence_110.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Bottom/KnuckleCracking/Bottom12T10_KnuckleCracking_004.mp4,PreViolence,Classroom,Bottom,KnuckleCracking
NonViolence/Classroom/Bottom/Bottom26T10_NonViolence_051.mp4,NonViolence,Classroom,Bottom,Bottom
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_011.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Classroom/Bottom/Pointing/Bottom8T10_Pointing_002.mp4,PreViolence,Classroom,Bottom,Pointing
Violence/Corridor/Bottom/Kicking/Bottom16T11_Kicking_017.mp4,Violence,Corridor,Bottom,Kicking
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom12T10_RestrictingVictimMovement_011.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_012.mp4,PreViolence,Corridor,Top,Pointing
PreViolence/Classroom/Bottom/Pushing/Bottom8T10_Pushing_013.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Classroom/Top/StrikingWithObject/Top26T10_StrikingWithObject_009.mp4,Violence,Classroom,Top,StrikingWithObject
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_012.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_026.mp4,Violence,Corridor,Bottom,Headlock
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_023.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_009.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_010.mp4,Violence,Classroom,Bottom,Strangling
Violence/Corridor/Top/StrikingWithObject/Top16T11_StrikingWithObject_005.mp4,Violence,Corridor,Top,StrikingWithObject
PreViolence/Classroom/Top/PunchingOnesOwnHand/Top12T10_PunchingOnesOwnHand_006.mp4,PreViolence,Classroom,Top,PunchingOnesOwnHand
Violence/Classroom/Center/Strangling/Center26T10_Strangling_015.mp4,Violence,Classroom,Center,Strangling
Violence/Classroom/Top/Strangling/Top26T10_Strangling_051.mp4,Violence,Classroom,Top,Strangling
NonViolence/Corridor/Top/Top16T11_NonViolence_127.mp4,NonViolence,Corridor,Top,Top
Violence/Corridor/Top/Headlock/Top9T11_Headlock_031.mp4,Violence,Corridor,Top,Headlock
NonViolence/Corridor/Top/Top16T11_NonViolence_101.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom12T10_StretchingArmsShoulders_004.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_119.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Classroom/Center/KnuckleCracking/Center8T10_KnuckleCracking_015.mov,PreViolence,Classroom,Center,KnuckleCracking
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_009.mp4,PreViolence,Classroom,Top,Pushing
Violence/Corridor/Bottom/StrikingWithObject/Bottom16T11_StrikingWithObject_012.mp4,Violence,Corridor,Bottom,StrikingWithObject
NonViolence/Corridor/Top/Top9T11_NonViolence_070.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Center/StretchingArmsShoulders/Center12T10_StretchingArmsShoulders_001.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom12T10_PunchingOnesOwnHand_014.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
Violence/Classroom/Center/Headlock/Center12T10_Headlock_016.mp4,Violence,Classroom,Center,Headlock
PreViolence/Classroom/Top/PunchingOnesOwnHand/Top8T10_PunchingOnesOwnHand_012.mp4,PreViolence,Classroom,Top,PunchingOnesOwnHand
NonViolence/Classroom/Center/Center26T10_NonViolence_050.mp4,NonViolence,Classroom,Center,Center
NonViolence/Classroom/Center/Center26T10_NonViolence_005.mp4,NonViolence,Classroom,Center,Center
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_004.mp4,Violence,Corridor,Top,KneeStrike
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_033.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Corridor/Top/Top9T11_NonViolence_058.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Center/ViolatingPersonalSpace/Center12T10_ViolatingPersonalSpace_001.mp4,PreViolence,Classroom,Center,ViolatingPersonalSpace
Violence/Corridor/Top/Kicking/Top16T11_Kicking_007.mp4,Violence,Corridor,Top,Kicking
NonViolence/Corridor/Top/Top16T11_NonViolence_125.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_099.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Corridor/Top/StrikingWithObject/Top16T11_StrikingWithObject_011.mp4,Violence,Corridor,Top,StrikingWithObject
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_024.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_006.mp4,PreViolence,Corridor,Top,Pointing
NonViolence/Classroom/Bottom/Bottom26T10_NonViolence_036.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom12T10_PunchingOnesOwnHand_010.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
Violence/Classroom/Bottom/StrikingWithObject/Bottom26T10_StrikingWithObject_008.mp4,Violence,Classroom,Bottom,StrikingWithObject
Violence/Classroom/Center/StrikingWithObject/Center26T10_StrikingWithObject_005.mp4,Violence,Classroom,Center,StrikingWithObject
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_028.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Corridor/Top/Pointing/Top16T11_Pointing_002.mp4,PreViolence,Corridor,Top,Pointing
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_049.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Classroom/Top/StrikingWithObject/Top26T10_StrikingWithObject_003.mp4,Violence,Classroom,Top,StrikingWithObject
NonViolence/Classroom/Bottom/Bottom26T10_NonViolence_027.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_002.mp4,PreViolence,Classroom,Bottom,Pushing
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_009.mp4,PreViolence,Corridor,Top,Pointing
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_004.mp4,Violence,Corridor,Bottom,Headlock
Violence/Classroom/Top/Headlock/Top26T10_Headlock_028.mp4,Violence,Classroom,Top,Headlock
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_012.mp4,PreViolence,Classroom,Top,Pointing
Violence/Classroom/Center/Strangling/Center12T10_Strangling_007.mp4,Violence,Classroom,Center,Strangling
NonViolence/Corridor/Top/Top16T11_NonViolence_075.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Top/KnuckleCracking/Top12T10_KnuckleCracking_003.mp4,PreViolence,Classroom,Top,KnuckleCracking
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom8T10_RestrictingVictimMovement _001.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
NonViolence/Corridor/Top/Top16T11_NonViolence_032.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Center/KnuckleCracking/Center12T10_KnuckleCracking_003.mp4,PreViolence,Classroom,Center,KnuckleCracking
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_014.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_009.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_015.mp4,Violence,Corridor,Bottom,KneeStrike
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_032.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_136.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Corridor/Top/Hitting/Top9T11_Hitting_010.mp4,Violence,Corridor,Top,Hitting
NonViolence/Corridor/Top/Top9T11_NonViolence_091.mp4,NonViolence,Corridor,Top,Top
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_011.mp4,Violence,Corridor,Bottom,Headlock
NonViolence/Corridor/Top/Top9T11_NonViolence_072.mp4,NonViolence,Corridor,Top,Top
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_001.mp4,Violence,Corridor,Top,KneeStrike
NonViolence/Corridor/Top/Top9T11_NonViolence_055.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_004.mov,PreViolence,Classroom,Center,Pointing
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom12T10_RestrictingVictimMovement_001.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_014.mp4,Violence,Corridor,Top,KneeStrike
Violence/Classroom/Top/Strangling/Top26T10_Strangling_018.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Center/Strangling/Center26T10_Strangling_013.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom12T10_StretchingArmsShoulders_014.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_001.mp4,PreViolence,Corridor,Bottom,Pushing
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom12T10_RestrictingVictimMovement_007.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
PreViolence/Classroom/Center/StretchingArmsShoulders/Center12T10_StretchingArmsShoulders_005.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
NonViolence/Classroom/Center/Center26T10_NonViolence_035.mp4,NonViolence,Classroom,Center,Center
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom8T10_PunchingOnesOwnHand_016.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_012.mp4,PreViolence,Corridor,Bottom,Pointing
PreViolence/Classroom/Bottom/Pointing/Bottom8T10_Pointing_015.mp4,PreViolence,Classroom,Bottom,Pointing
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom8T10_PunchingOnesOwnHand_010.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
Violence/Corridor/Bottom/Headlock/Bottom16T11_Headlock_001.mp4,Violence,Corridor,Bottom,Headlock
Violence/Corridor/Top/Kicking/Top9T11_Kicking_009.mp4,Violence,Corridor,Top,Kicking
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_002.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Center/ViolatingPersonalSpace/Center12T10_ViolatingPersonalSpace_002.mp4,PreViolence,Classroom,Center,ViolatingPersonalSpace
