video,class,scene,angle,behavior
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_012.mp4,PreViolence,Corridor,Top,Pushing
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_001.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_009.mp4,PreViolence,Classroom,Center,Pushing
Violence/Classroom/Center/Strangling/Center26T10_Strangling_013.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Top/CollarGrabbing/Top12T10_CollarGrabbing_012.mp4,PreViolence,Classroom,Top,CollarGrabbing
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_018.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_025.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_007.mp4,PreViolence,Corridor,Top,Pushing
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_022.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Bottom/KneeStrike/Bottom26T10_KneeStrike_006.mp4,Violence,Classroom,Bottom,KickingAttack
Violence/Classroom/Center/Headlock/Center26T10_Headlock_004.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_008.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Top/Hitting/Top26T10_Hitting_028.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_002.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_005.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Corridor/Top/Headlock/Top9T11_Headlock_031.mp4,Violence,Corridor,Top,Headlock
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_012.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Top/Kicking/Top9T11_Kicking_012.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_010.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Corridor/Bottom/Strangling/Bottom16T11_Strangling_003.mp4,Violence,Corridor,Bottom,Strangling
Violence/Classroom/Top/Hitting/Top26T10_Hitting_033.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_007.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Corridor/Top/Hitting/Top16T11_Hitting_008.mp4,Violence,Corridor,Top,Hitting
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_010.mp4,PreViolence,Corridor,Top,Pointing
Violence/Corridor/Top/Strangling/Top9T11_Strangling_013.mp4,Violence,Corridor,Top,Strangling
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_010.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_009.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_014.mp4,Violence,Corridor,Bottom,Strangling
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_006.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_001.mov,PreViolence,Classroom,Center,Pushing
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_008.mp4,Violence,Corridor,Bottom,Strangling
Violence/Classroom/Center/Strangling/Center12T10_Strangling_005.mp4,Violence,Classroom,Center,Strangling
Violence/Classroom/Bottom/KneeStrike/Bottom26T10_KneeStrike_005.mp4,Violence,Classroom,Bottom,KickingAttack
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_023.mp4,Violence,Classroom,Bottom,Hitting
PreViolence/Corridor/Top/CollarGrabbing/Top9T11_CollarGrabbing_010.mp4,PreViolence,Corridor,Top,CollarGrabbing
Violence/Classroom/Center/KneeStrike/Center26T10_KneeStrike_011.mp4,Violence,Classroom,Center,KickingAttack
PreViolence/Classroom/Top/CollarGrabbing/Top8T10_CollarGrabbing_016.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Classroom/Top/Strangling/Top26T10_Strangling_046.mp4,Violence,Classroom,Top,Strangling
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_018.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_022.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Corridor/Top/Pointing/Top16T11_Pointing_002.mp4,PreViolence,Corridor,Top,Pointing
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_010.mp4,Violence,Classroom,Bottom,Headlock
Violence/Classroom/Center/Kicking/Center26T10_Kicking_003.mp4,Violence,Classroom,Center,KickingAttack
PreViolence/Corridor/Top/Pointing/Top16T11_Pointing_005.mp4,PreViolence,Corridor,Top,Pointing
PreViolence/Classroom/Bottom/Pushing/Bottom8T10_Pushing_007.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Classroom/Top/Strangling/Top26T10_Strangling_009.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_002.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Top/KneeStrike/Top16T11_KneeStrike_004.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_001.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Classroom/Center/Strangling/Center26T10_Strangling_001.mp4,Violence,Classroom,Center,Strangling
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_019.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Center/Strangling/Center12T10_Strangling_008.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_009.mp4,PreViolence,Classroom,Bottom,Pushing
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_019.mp4,PreViolence,Corridor,Bottom,Pushing
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_032.mp4,Violence,Classroom,Bottom,Strangling
Violence/Corridor/Top/Hitting/Top9T11_Hitting_006.mp4,Violence,Corridor,Top,Hitting
Violence/Classroom/Center/Headlock/Center12T10_Headlock_017.mp4,Violence,Classroom,Center,Headlock
Violence/Corridor/Top/Headlock/Top9T11_Headlock_013.mp4,Violence,Corridor,Top,Headlock
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_001.mp4,PreViolence,Classroom,Top,Pointing
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom8T10_CollarGrabbing_005.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_006.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Classroom/Top/Hitting/Top26T10_Hitting_004.mp4,Violence,Classroom,Top,Hitting
Violence/Classroom/Center/Strangling/Center26T10_Strangling_004.mp4,Violence,Classroom,Center,Strangling
Violence/Classroom/Center/Headlock/Center12T10_Headlock_012.mp4,Violence,Classroom,Center,Headlock
Violence/Corridor/Top/Strangling/Top9T11_Strangling_009.mp4,Violence,Corridor,Top,Strangling
Violence/Classroom/Center/Headlock/Center12T10_Headlock_008.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_015.mp4,Violence,Classroom,Top,KickingAttack
Violence/Corridor/Top/KneeStrike/Top16T11_KneeStrike_006.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Center/Headlock/Center26T10_Headlock_009.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Center/Headlock/Center12T10_Headlock_003.mp4,Violence,Classroom,Center,Headlock
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_006.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Corridor/Top/Strangling/Top16T11_Strangling_006.mp4,Violence,Corridor,Top,Strangling
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_013.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Top/Headlock/Top16T11_Headlock_009.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Top/Headlock/Top16T11_Headlock_007.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_018.mp4,Violence,Corridor,Bottom,KickingAttack
Violence/Classroom/Top/Hitting/Top26T10_Hitting_007.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_010.mp4,PreViolence,Classroom,Center,Pushing
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_025.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Center/KneeStrike/Center26T10_KneeStrike_014.mp4,Violence,Classroom,Center,KickingAttack
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_011.mp4,PreViolence,Classroom,Top,Pointing
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_007.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Top/Kicking/Top16T11_Kicking_005.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom8T10_CollarGrabbing_007.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
Violence/Corridor/Top/Headlock/Top9T11_Headlock_007.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_003.mp4,Violence,Corridor,Bottom,Strangling
Violence/Classroom/Top/Kicking/Top26T10_Kicking_006.mp4,Violence,Classroom,Top,KickingAttack
PreViolence/Classroom/Bottom/Pointing/Bottom12T10_Pointing_013.mp4,PreViolence,Classroom,Bottom,Pointing
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_011.mp4,Violence,Classroom,Bottom,Headlock
Violence/Classroom/Top/Strangling/Top26T10_Strangling_005.mp4,Violence,Classroom,Top,Strangling
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_016.mp4,PreViolence,Corridor,Top,Pushing
Violence/Corridor/Top/Strangling/Top16T11_Strangling_007.mp4,Violence,Corridor,Top,Strangling
Violence/Classroom/Center/Headlock/Center26T10_Headlock_007.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_022.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_017.mp4,Violence,Classroom,Top,KickingAttack
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_009.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_005.mp4,Violence,Classroom,Bottom,Headlock
Violence/Classroom/Top/Headlock/Top26T10_Headlock_024.mp4,Violence,Classroom,Top,Headlock
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_014.mp4,PreViolence,Corridor,Top,Pointing
Violence/Classroom/Bottom/Headlock/Bottom26T10_Headlock_007.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Bottom/Hitting/Bottom16T11_Hitting_001.mp4,Violence,Corridor,Bottom,Hitting
Violence/Classroom/Center/KneeStrike/Center26T10_KneeStrike_004.mp4,Violence,Classroom,Center,KickingAttack
Violence/Classroom/Center/Strangling/Center26T10_Strangling_003.mp4,Violence,Classroom,Center,Strangling
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_010.mp4,Violence,Corridor,Bottom,Headlock
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom8T10_CollarGrabbing_014.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_006.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Bottom/KneeStrike/Bottom9T11_KneeStrike_001.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_003.mp4,PreViolence,Corridor,Top,Pushing
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_001.mov,PreViolence,Classroom,Center,Pointing
Violence/Corridor/Top/Headlock/Top16T11_Headlock_014.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Center/Hitting/Center26T10_Hitting_009.mp4,Violence,Classroom,Center,Hitting
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_013.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Bottom/KneeStrike/Bottom9T11_KneeStrike_007.mp4,Violence,Corridor,Bottom,KickingAttack
PreViolence/Corridor/Bottom/CollarGrabbing/Bottom9T11_CollarGrabbing_007.mp4,PreViolence,Corridor,Bottom,CollarGrabbing
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_012.mov,PreViolence,Classroom,Center,Pointing
Violence/Corridor/Top/Headlock/Top9T11_Headlock_009.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Center/Headlock/Center12T10_Headlock_014.mp4,Violence,Classroom,Center,Headlock
PreViolence/Corridor/Bottom/CollarGrabbing/Bottom9T11_CollarGrabbing_003.mp4,PreViolence,Corridor,Bottom,CollarGrabbing
PreViolence/Classroom/Bottom/Pointing/Bottom8T10_Pointing_014.mp4,PreViolence,Classroom,Bottom,Pointing
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_003.mp4,PreViolence,Classroom,Center,Pushing
Violence/Corridor/Top/Headlock/Top9T11_Headlock_006.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Top/Strangling/Top26T10_Strangling_028.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_018.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Center/Headlock/Center26T10_Headlock_020.mp4,Violence,Classroom,Center,Headlock
Violence/Corridor/Top/Kicking/Top16T11_Kicking_001.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_022.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Top/Hitting/Top26T10_Hitting_020.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_003.mov,PreViolence,Classroom,Center,Pointing
Violence/Corridor/Top/Kicking/Top9T11_Kicking_008.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Center/Strangling/Center26T10_Strangling_022.mp4,Violence,Classroom,Center,Strangling
Violence/Corridor/Top/Headlock/Top9T11_Headlock_026.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_002.mp4,Violence,Classroom,Bottom,Headlock
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_019.mp4,Violence,Classroom,Bottom,Headlock
Violence/Corridor/Top/Hitting/Top16T11_Hitting_005.mp4,Violence,Corridor,Top,Hitting
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_018.mp4,Violence,Corridor,Bottom,Strangling
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_014.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Center/KneeStrike/Center26T10_KneeStrike_015.mp4,Violence,Classroom,Center,KickingAttack
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_010.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_004.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Center/Headlock/Center12T10_Headlock_009.mp4,Violence,Classroom,Center,Headlock
Violence/Corridor/Top/Kicking/Top9T11_Kicking_006.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_005.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_014.mp4,Violence,Classroom,Bottom,Strangling
Violence/Corridor/Top/Strangling/Top9T11_Strangling_015.mp4,Violence,Corridor,Top,Strangling
Violence/Corridor/Top/Kicking/Top16T11_Kicking_002.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_003.mp4,PreViolence,Classroom,Top,Pointing
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_019.mp4,PreViolence,Classroom,Top,Pointing
Violence/Classroom/Top/Headlock/Top26T10_Headlock_011.mp4,Violence,Classroom,Top,Headlock
Violence/Classroom/Top/Kicking/Top26T10_Kicking_020.mp4,Violence,Classroom,Top,KickingAttack
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_013.mp4,Violence,Classroom,Top,KickingAttack
Violence/Classroom/Center/Headlock/Center26T10_Headlock_006.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Top/Hitting/Top26T10_Hitting_031.mp4,Violence,Classroom,Top,Hitting
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_010.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Top/Strangling/Top26T10_Strangling_024.mp4,Violence,Classroom,Top,Strangling
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_011.mp4,Violence,Corridor,Top,KickingAttack
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_006.mp4,Violence,Classroom,Bottom,Hitting
Violence/Corridor/Bottom/Hitting/Bottom9T11_Hitting_002.mp4,Violence,Corridor,Bottom,Hitting
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_017.mp4,PreViolence,Classroom,Top,Pushing
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_002.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Center/Headlock/Center12T10_Headlock_018.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Center/KneeStrike/Center26T10_KneeStrike_013.mp4,Violence,Classroom,Center,KickingAttack
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_016.mp4,PreViolence,Classroom,Top,Pointing
Violence/Classroom/Bottom/KneeStrike/Bottom26T10_KneeStrike_002.mp4,Violence,Classroom,Bottom,KickingAttack
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_005.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Top/Hitting/Top26T10_Hitting_029.mp4,Violence,Classroom,Top,Hitting
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_036.mp4,Violence,Classroom,Bottom,Hitting
PreViolence/Classroom/Top/Pointing/Top12T10_Pointing_009.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Top/KneeStrike/Top9T11_KneeStrike_016.mp4,Violence,Corridor,Top,KickingAttack
PreViolence/Classroom/Top/CollarGrabbing/Top8T10_CollarGrabbing_011.mp4,PreViolence,Classroom,Top,CollarGrabbing
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_003.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_015.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_007.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_014.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_014.mp4,PreViolence,Corridor,Bottom,Pushing
Violence/Classroom/Bottom/Headlock/Bottom12T10_Headlock_018.mp4,Violence,Classroom,Bottom,Headlock
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_014.mp4,PreViolence,Classroom,Bottom,Pushing
PreViolence/Corridor/Top/Pointing/Top9T11_Pointing_004.mp4,PreViolence,Corridor,Top,Pointing
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_006.mp4,Violence,Corridor,Bottom,Headlock
Violence/Classroom/Top/Hitting/Top26T10_Hitting_010.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_014.mp4,PreViolence,Classroom,Top,Pointing
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_009.mp4,PreViolence,Corridor,Top,Pushing
Violence/Corridor/Top/Headlock/Top9T11_Headlock_012.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_023.mp4,Violence,Classroom,Bottom,Strangling
